,C6,T1,T3,S2,T5_Prime,industry_4,C6,T4,S2,T4_Prime,industry_1,industry_2,Y1,Y2
0,-0.5293719007238451,0.3350720806308428,0.3384866638787193,0.2304671357162653,-0.5133739900472976,0,-0.5293719007238451,-0.3864116999106196,0.2304671357162653,-0.5052073586554122,1,0,0,1
1,-0.16014973602688373,-0.9534800892329893,-1.0054860736983338,-1.3131373425572432,-0.238918693774204,0,-0.16014973602688373,1.020077354745818,-1.3131373425572432,-0.18110195018189468,1,0,1,0
2,0.49090635937020544,0.28135469725388706,0.3296093214921351,0.7118005211777811,0.9015781999708671,0,0.49090635937020544,-0.3432515468230627,0.7118005211777811,0.5705469212518292,1,0,1,0
3,0.7287618830349031,-0.6153640943718152,-0.5345634242669911,-0.2140806801664907,1.1927539436953432,0,0.7287618830349031,0.3127706120206411,-0.2140806801664907,0.49875927815677745,1,0,1,1
4,-0.2970373806062724,-0.35542195557990547,-0.26409350766453393,-0.4939271015556688,-0.35969177830032883,0,-0.2970373806062724,0.17479368870630727,-0.4939271015556688,-0.33696739915664253,0,0,0,1
5,-0.5374384415918994,0.27055691023368633,0.12631548708224238,0.5305898260913935,-0.668462821908207,0,-0.5374384415918994,-0.32011814405049355,0.5305898260913935,-0.5280049027721403,0,1,0,1
6,0.2862999484924771,-0.8688722674116126,-1.1386173528047867,-0.6928050958457279,0.09005488111810543,0,0.2862999484924771,1.2628564518470453,-0.6928050958457279,0.6848034243403143,1,0,1,1
7,0.22815511496221702,-0.2422207701596292,-0.5625613397029376,-0.8516860171645021,-1.3162922775698873,0,0.22815511496221702,0.6165957980833556,-0.8516860171645021,0.8050736928373238,1,0,1,0
8,-0.6798400526794525,0.30801973101852825,0.4802713390846987,0.48813295426175257,-0.6075677316730634,0,-0.6798400526794525,-0.5715318178632218,0.48813295426175257,-0.7689956300915017,0,1,1,1
9,-0.3874554108567411,0.3377562256068089,0.5498306652697325,0.31523353155487105,-0.4104742222929082,0,-0.3874554108567411,-0.6543883485440924,0.31523353155487105,-0.5215875471354446,1,0,1,0
10,0.36462906479415186,0.03861019919640838,0.29308811091564846,0.5104555728086584,0.9407043853119121,0,0.36462906479415186,-0.31895962401236416,0.5104555728086584,0.22085035927149438,1,0,1,1
11,0.6255497167927617,0.16626177320536392,0.19796755840264607,0.3012524544108775,0.40434363948503516,0,0.6255497167927617,-0.13354347843847578,0.3012524544108775,0.8262524140649702,1,0,0,1
12,0.8258111444216024,-1.048967471781965,-1.0278124820405852,-1.2873739341597887,1.5858163029698287,0,0.8258111444216024,0.8452363971439535,-1.2873739341597887,0.6173991202971696,1,0,0,1
13,-0.657223612538675,0.2200722381080769,0.1234776710924021,-0.5722624761871693,-0.7244149281073816,0,-0.657223612538675,-0.3437833546084641,-0.5722624761871693,-0.6732483299462686,1,0,1,1
