,C6,T1,T3,S2,T5_Prime,industry_4,T4,S2,S3_Prime,T4_Prime,industry_1,industry_2,Y1,Y2
0,-0.5291506436331644,0.3353302549225832,0.3387612515144391,0.23080724124281193,-0.5132807105821654,0,-0.3866714804799381,0.23080724124281193,-0.5554768845109801,-0.5050482959726527,1,0,0,1
1,-0.1597913157245291,-0.9534392780903511,-1.0053057480366334,-1.312920613396679,-0.23840858981575996,0,1.0196663661790537,-1.312920613396679,-0.280059352392497,-0.180681540669191,1,0,1,0
2,0.48896006123618535,0.28165001415958796,0.3298791986042086,0.7117214349013089,0.8988395197542596,0,-0.34355725899939427,0.7117214349013089,0.4720235288276424,0.5683469725226428,1,0,1,0
3,0.7272939187595805,-0.6150044789273149,-0.534174123016978,-0.21409389330800763,1.1907194728730004,0,0.31240018767701416,-0.21409389330800763,1.0234787675565928,0.49762346912423994,1,0,1,1
4,-0.29701195664732555,-0.3550079204197857,-0.2636776780651541,-0.4934634713627433,-0.3595853668533632,0,0.17428768631027786,-0.4934634713627433,-0.30614089562612695,-0.3368662036091457,0,0,0,1
5,-0.537094315690371,0.2706527292534547,0.1265908597348413,0.5304707548909658,-0.6679518127766927,0,-0.32025621396653475,0.5304707548909658,-0.6297431813292268,-0.5276759289998221,0,1,0,1
6,0.2862827214087429,-0.8690887143660628,-1.1385382713122385,-0.6931880898776058,0.09036718609785847,0,1.2624730237242503,-0.6931880898776058,-0.09698287001970084,0.6843259144448323,1,0,1,1
7,0.22748002183010815,-0.24216439323051034,-0.5621267810393167,-0.8512023424518311,-1.3145802103807775,0,0.615864533527115,-0.8512023424518311,0.18168424776913528,0.803397014430796,1,0,1,0
8,-0.6793272398027669,0.3083870810705182,0.48047141244673414,0.48833296960376144,-0.6073270815721734,0,-0.5716077484342935,0.48833296960376144,-0.4769084816781112,-0.7682833145672457,0,1,1,1
9,-0.3876042607758344,0.33812507512616574,0.5499827019419975,0.3156099035674357,-0.4106632571338525,0,-0.6543727752630052,0.3156099035674357,-0.02464415463661784,-0.5214536421952927,1,0,1,0
10,0.36298875018188687,0.03910437509223887,0.29336504456189405,0.5105160201887838,0.9379406919662139,0,-0.3192675650316042,0.5105160201887838,0.47587026646918823,0.21945509850642586,1,0,1,1
11,0.6234593189518983,0.1665571355660186,0.19827031950128912,0.30141641882410464,0.4027384736377307,0,-0.13402689396953837,0.30141641882410464,0.9768045230887477,0.8236545107004158,1,0,0,1
12,0.8249686691727032,-1.0488686317518374,-1.0276310842217038,-1.2871904691258158,1.584321757087772,0,0.845007015075778,-1.2871904691258158,1.0637164100068492,0.6167943047163716,1,0,0,1
13,-0.6566646641504117,0.22027350820362865,0.12381582832216446,-0.5714220495054181,-0.7238248450741098,0,-0.3439453140614964,-0.5714220495054181,-0.761616264749971,-0.6726466429239342,1,0,1,1
14,-0.8860009510641,1.0734773697545554,0.9541020303438749,1.4795935044948902,-1.0721913185558964,0,-0.9226889879729181,1.4795935044948902,-0.9861439702403796,-0.8829728454158414,0,1,1,1
15,-0.08756705998823386,0.38604195111338685,0.5908848359908074,1.154829299307136,-0.02220868807266686,0,-0.6808133733344305,1.154829299307136,0.09985700003409388,-0.22644559016857727,0,0,0,1
16,-0.016426933555978112,-0.2158625002627781,-0.2160788339386871,-0.7548164996651792,0.07907549067190009,0,0.14113272011492384,-0.7548164996651792,0.05089110018438802,0.06277504737785218,1,0,1,1
17,-0.7548839589715745,0.7608635591369098,0.8150890879808745,1.312845999934694,-0.9436379679531897,0,-0.8136638890660088,1.312845999934694,-0.8816901087837267,-0.794651140647829,1,0,1,1
18,0.295464831327314,-0.9229494385830748,-0.6104003275905663,-0.25601463521869783,-0.14945331672873255,0,0.5871857604364613,-0.25601463521869783,-0.1993530187177254,0.06368265886194001,0,0,0,1
19,-0.2929286763767591,-0.06203075898669498,-0.1692063934944692,-0.34990508988371843,-0.23124633106278425,0,-0.031639100315185256,-0.34990508988371843,-0.15983113865963208,-0.2862343045859678,1,0,1,0
20,-0.5893299626472961,0.15467526681534657,0.37541128806182417,0.9474148660211207,-0.6828254168308239,0,-0.30771124771374403,0.9474148660211207,-0.8831959340452145,-0.6222489835551182,1,0,0,1
21,1.2208885788203536,-0.7078815347317886,-0.48691428028840733,-1.2044588375448755,1.0648339046664832,0,0.39408376290090075,-1.2044588375448755,1.8864580248384804,0.9118513785735695,0,1,0,1
22,0.277227070336314,0.17773824623575032,0.20899364270443688,0.6721039865090981,0.5260489960605907,0,-0.3129100347139371,0.6721039865090981,0.7649477277780726,0.2566629768125896,1,0,1,1
23,0.1288120356865788,0.2148294645742431,-0.02405233111400849,0.44124132169272745,0.2669949887435001,0,-0.15187890588276678,0.44124132169272745,0.06602343693878124,0.35090133709319393,1,0,0,1
24,0.0522871645639651,0.33978453928572816,0.20628329367956152,-0.1356216962397466,0.22851880632991614,0,-0.4678768429857139,-0.1356216962397466,0.45753603306701457,0.025733187019557287,1,0,1,1
25,-0.1096951249195042,-0.4065929339603766,-0.4562762929446247,0.0002809651299995331,0.024207959177125503,0,0.45745436713825316,0.0002809651299995331,0.4694930799854074,3.156911057698755e-05,1,0,1,1
26,-0.8342137457749454,0.9242608346413511,1.068306634955587,0.39438434457004823,-0.8594913996975854,0,-0.9096370115075124,0.39438434457004823,-0.8359469628773557,-0.8350612210241242,1,0,0,1
27,-0.5118195713204186,-0.12071173581202749,-0.1903422167775902,-0.24365050212401373,-0.5868061476333573,0,0.15447493356918063,-0.24365050212401373,-0.6066324343508536,-0.44692739299284123,0,0,1,1
28,-0.18275044660339335,-0.05344730088658438,-0.21393405284946757,-0.16428913734105408,-0.13964977721878702,0,0.12087991452586848,-0.16428913734105408,0.03659352094095545,0.0064893988362334214,1,0,1,1
29,-0.42389887892042094,-0.15158901446269324,-0.25268288562361363,0.43545886060584765,-0.42928817370552164,0,0.12670882097807204,0.43545886060584765,-0.5236298410952427,-0.3742221647993537,1,0,1,0
30,-0.6963738290001947,0.6328113740419345,0.503640074187274,0.8290213627574018,-0.7948275088619035,0,-0.5834956003885452,0.8290213627574018,-0.9194218766981489,-0.6689493356760915,0,1,0,1
31,1.5090682926700731,-1.0730794263487287,-0.6980061092597506,-0.29622215866832186,1.5907606866899726,0,0.7921921270815007,-0.29622215866832186,1.7286980556668787,1.0478234944813183,1,0,1,1
32,-0.9275571276021818,1.2886644645627328,1.3461704166299606,1.0218961927331607,-0.9683366013753227,0,-1.2830029411738897,1.0218961927331607,-0.8537683981708887,-0.9823675463823648,1,0,0,1
33,0.09005371509950041,-0.2696682586422356,-0.5084222108753175,-0.6088895733220798,0.20424319148880418,0,0.3779217099131538,-0.6088895733220798,0.26498777469643586,0.28602092761658265,1,0,0,0
34,0.4759596126717144,-0.7083314643883656,-0.6092386004058885,-0.2395873898246944,0.589947927634633,0,0.542597143206563,-0.2395873898246944,0.1971205242805436,0.3922779718265205,0,1,0,1
