,C3,C5,C7,S1,S2,S2_Prime,C3,C5,S2,C6_Prime,industry_3,industry_5,Y1,Y2
0,0.5103899208368292,0.9817346862982959,0.3028393063852864,0.10008884761184401,0.5181299791381915,0.10804047733987829,0.5103899208368292,0.9817346862982959,0.5181299791381915,0.04243573973549726,0,0,0,1
1,0.46299869864311743,0.893093398452038,0.31537354034814846,0.16485074631443178,0.33430694056999677,0.18606907552357993,0.46299869864311743,0.893093398452038,0.33430694056999677,0.0,0,0,1,0
2,0.44887709494435146,0.981493707629852,0.3197960892357581,0.2444012009217356,0.5753959720417938,0.18003463197242808,0.44887709494435146,0.981493707629852,0.5753959720417938,0.0,0,0,1,0
3,0.4479679455618211,0.9408339177607559,0.33917425721729183,0.3653687786694166,0.46515232626383307,0.2330712369734525,0.4479679455618211,0.9408339177607559,0.46515232626383307,0.0,0,0,1,1
4,0.49607399239259314,0.956792829441838,0.38854200788514104,0.1456832333769604,0.4318857342494469,0.15787894414657577,0.49607399239259314,0.956792829441838,0.4318857342494469,0.025444729426771128,1,0,0,1
5,0.4935217989424353,0.9701187415630557,0.3243436145843308,0.09656699479669678,0.5538131194412403,0.059893891617144084,0.4935217989424353,0.9701187415630557,0.5538131194412403,0.0,0,0,0,1
6,0.44832234192309234,0.8733388202090282,0.2951903062122486,0.29123985462778557,0.40810305381005696,0.17071600697142386,0.44832234192309234,0.8733388202090282,0.40810305381005696,0.0,0,0,1,1
7,0.45932367161330057,0.9372873728570994,0.40911902315456533,0.19085882717756256,0.38928713366067313,0.2675315526101505,0.45932367161330057,0.9372873728570994,0.38928713366067313,0.0,0,0,1,0
8,0.4786547582546725,0.9851837453315966,0.310511586856158,0.07140493425314967,0.5487954631835337,0.07559336709239954,0.4786547582546725,0.9851837453315966,0.5487954631835337,0.0,0,0,1,1
9,0.5086489343378092,0.9863130803860258,0.36944926509483356,0.16140779574935019,0.528228056348067,0.14141925536234445,0.5086489343378092,0.9863130803860258,0.528228056348067,0.0,0,0,1,0
10,0.23553306203134705,0.9802101763780229,0.182122269932872,0.10783805134156257,0.5514369622994533,0.19225513749746134,0.23553306203134705,0.9802101763780229,0.5514369622994533,0.0,0,0,1,1
11,0.5127494718467356,0.9763790507277008,0.38586272629180673,0.08694181935201528,0.5265379336457079,0.2286880168070033,0.5127494718467356,0.9763790507277008,0.5265379336457079,0.06563646292267565,0,0,0,1
12,0.4323835417437312,0.8943118867173325,0.09310991879929709,0.38403334155851904,0.33737081824017867,0.3790944027177234,0.4323835417437312,0.8943118867173325,0.33737081824017867,0.09506277849044303,0,0,0,1
13,0.4947779103499416,0.9743575736356433,0.3074725423389465,0.13058797256061414,0.42260263252036046,0.13244460254827772,0.4947779103499416,0.9743575736356433,0.42260263252036046,0.0,0,0,1,1
14,0.4916393144889516,0.9926118956354912,0.28256127675204146,0.07099393696377299,0.6668321514435733,0.026045529221783482,0.4916393144889516,0.9926118956354912,0.6668321514435733,0.0,0,0,1,1
15,0.504884241441138,0.9870301647169981,0.4270620447188559,0.09775208414030359,0.6281600870402662,0.10097118873327611,0.504884241441138,0.9870301647169981,0.6281600870402662,0.0,0,1,0,1
16,0.501629060761559,0.9571384402224794,0.42290879243945045,0.20998892463040597,0.40076450542846853,0.24843657787765952,0.501629060761559,0.9571384402224794,0.40076450542846853,0.0,0,0,1,1
17,0.4980732379000433,0.991301431437023,0.2914655659650399,0.05479580955191379,0.6469762986973797,0.04126641100029978,0.4980732379000433,0.991301431437023,0.6469762986973797,0.0,0,0,1,1
18,0.5154000580721664,0.9312618293915875,0.42381884912507084,0.18339884466551915,0.46016051495855903,0.16942218591093047,0.5154000580721664,0.9312618293915875,0.46016051495855903,0.10267474810458213,1,0,0,1
19,0.4656888261215298,0.9626798696408514,0.3418691122455539,0.14199124159509666,0.4489802874222071,0.1532651273354907,0.4656888261215298,0.9626798696408514,0.4489802874222071,0.0,0,0,1,0
20,0.49971399060705035,0.9817679448751733,0.3545055901568958,0.08279438703345837,0.6034617237536624,0.053574692772838446,0.49971399060705035,0.9817679448751733,0.6034617237536624,0.023073609388216062,0,0,0,1
21,0.4389878705386618,0.9429068753088359,0.494602765355615,0.1633881142086259,0.3472222825751694,0.5786767582354624,0.4389878705386618,0.9429068753088359,0.3472222825751694,0.0,0,0,0,1
22,0.38973637964026564,0.9781137511599809,0.16238222113215905,0.20240330456202232,0.5706784308496156,0.14947229022677427,0.38973637964026564,0.9781137511599809,0.5706784308496156,0.0,0,0,1,1
23,0.45538133331910946,0.9687855010561179,0.27901241348805667,0.20185162549347635,0.5431879140393152,0.1361935497312971,0.45538133331910946,0.9687855010561179,0.5431879140393152,0.0,0,0,0,1
24,0.41557095848627773,0.9775871902820654,0.25703360891595195,0.10529720002387731,0.47449658837898356,0.23221997391727983,0.41557095848627773,0.9775871902820654,0.47449658837898356,0.0,0,0,1,1
25,0.5049710801119163,0.9471644391887821,0.36279740528964316,0.23694567783828036,0.49067951860687975,0.12090092293870716,0.5049710801119163,0.9471644391887821,0.49067951860687975,0.0,0,0,1,1
26,0.48155466369524896,0.9928422814409714,0.2916584030124696,0.040275378408021256,0.5376083088732071,0.08039148333519291,0.48155466369524896,0.9928422814409714,0.5376083088732071,0.011457393994134016,0,0,0,1
27,0.49988874540727546,0.9609945285483263,0.3434464569532494,0.2082941793207027,0.4616328032948065,0.10561804069298027,0.49988874540727546,0.9609945285483263,0.4616328032948065,0.0,1,0,1,1
28,0.4654485378195342,0.9607110739452764,0.31322382853323694,0.2614516014331327,0.4710829451546421,0.152975075663294,0.4654485378195342,0.9607110739452764,0.4710829451546421,0.0,0,0,1,1
29,0.49822652760549446,0.9577730051532853,0.3476675553886875,0.15195950508942618,0.542499353834744,0.06871738529140112,0.49822652760549446,0.9577730051532853,0.542499353834744,0.0,0,0,1,0
30,0.4792044833149371,0.9846467509341892,0.2856474684869461,0.08389436346301574,0.5893637378610954,0.05190276797709163,0.4792044833149371,0.9846467509341892,0.5893637378610954,0.02344981679655214,0,0,0,1
31,0.5156586774148205,0.9241338322754018,0.477131127276744,0.2850848095567086,0.45537270918592965,0.2857637665886234,0.5156586774148205,0.9241338322754018,0.45537270918592965,0.0,0,0,1,1
32,0.47490132187550815,0.9964448694954626,0.262796327207962,0.04247622547457268,0.6123307635599013,0.05389434134660493,0.47490132187550815,0.9964448694954626,0.6123307635599013,0.08650002852072733,0,0,0,1
33,0.48036101194478353,0.9422528205614071,0.4085843597491351,0.1700551466642654,0.41814109867234084,0.20856992513216144,0.48036101194478353,0.9422528205614071,0.41814109867234084,0.0,0,0,0,0
34,0.5069337740433777,0.9336532334273215,0.39355433092626424,0.185217213361267,0.4621166279836335,0.19321637224316696,0.5069337740433777,0.9336532334273215,0.4621166279836335,0.07440160737121057,0,0,0,1
35,0.48787604522686523,0.987194695713697,0.2780275791347647,0.06889601961861552,0.5310975895461325,0.08553942739155125,0.48787604522686523,0.987194695713697,0.5310975895461325,0.09852751885094425,0,0,0,1
36,0.4777830536565447,0.9888221232686192,0.2876446979969792,0.08169079251420348,0.6023160095995737,0.06079991747610914,0.4777830536565447,0.9888221232686192,0.6023160095995737,0.008560791881541279,0,0,0,1
37,0.5161660629544879,0.9810120945621748,0.4253673807614848,0.0955566897436707,0.5398956940954562,0.15487395292683512,0.5161660629544879,0.9810120945621748,0.5398956940954562,0.10782712398742235,0,0,0,1
38,0.4962057668814521,0.9152753676753491,0.33449364460396463,0.20917948560212987,0.49309429464814114,0.0939817721169896,0.4962057668814521,0.9152753676753491,0.49309429464814114,0.019472239903158623,0,0,0,1
39,0.49020777934275284,0.9987515496613923,0.2591647177735724,0.023896663094783083,0.7184889883254781,0.017890854158020247,0.49020777934275284,0.9987515496613923,0.7184889883254781,0.015999420458948994,0,0,0,1
40,0.5198378618069023,0.969996204104973,0.37797760513603984,0.10109624604935781,0.487502428044146,0.21198397129215346,0.5198378618069023,0.969996204104973,0.487502428044146,0.0,0,1,1,1
41,0.5016242732393361,0.8310258940327913,0.47286512580333623,0.3777638516508806,0.2424995773185037,0.34834279216632785,0.5016242732393361,0.8310258940327913,0.2424995773185037,0.18467113740493415,0,0,0,1
42,0.48476307960803233,0.9841081177000888,0.31104465340209736,0.12251614476405556,0.4971114077609968,0.1261321768777995,0.48476307960803233,0.9841081177000888,0.4971114077609968,0.0,0,0,1,1
43,0.48361810763025215,0.9444365559902508,0.333820630458822,0.12037797868882806,0.42515231693424127,0.1401313371965513,0.48361810763025215,0.9444365559902508,0.42515231693424127,0.0,0,0,1,0
44,0.4439134149536066,0.947878832637798,0.45185976307548814,0.15849739610120228,0.42915823905753303,0.2879330970900954,0.4439134149536066,0.947878832637798,0.42915823905753303,0.0,0,0,1,1
45,0.48345799714004795,0.9948333785287105,0.273318731012376,0.042009550863650776,0.6563724107117292,0.042050118965211776,0.48345799714004795,0.9948333785287105,0.6563724107117292,0.0462665015533011,0,0,0,1
46,0.4693165319600865,0.9954307397711091,0.3354459363083606,0.056714520187091076,0.5861053904786164,0.17333635648551543,0.4693165319600865,0.9954307397711091,0.5861053904786164,0.0,0,0,1,1
47,0.4511210944432169,0.7560408560384531,0.32370819144853896,0.6051526472387753,0.13957660988800402,0.2672171827372996,0.4511210944432169,0.7560408560384531,0.13957660988800402,0.0,0,0,1,0
48,0.47506727766629236,0.9744662281300407,0.33362194922650684,0.08312142846837677,0.5466714010554437,0.09755786530197809,0.47506727766629236,0.9744662281300407,0.5466714010554437,0.09901327037117513,0,0,0,1
49,0.4403782543129239,0.9419187266612425,0.41742599496910293,0.2898723928288045,0.4430563808119885,0.3321304851109306,0.4403782543129239,0.9419187266612425,0.4430563808119885,0.0,0,0,1,1
50,0.3721889244312582,0.9819777741213329,0.3100838656042942,0.10953304395013512,0.5766047680674491,0.14795310840802003,0.3721889244312582,0.9819777741213329,0.5766047680674491,0.0,0,0,1,0
51,0.5165948281605446,0.950817139208084,0.4353934942920532,0.21895708818173826,0.49775926377679003,0.1657942968488105,0.5165948281605446,0.950817139208084,0.49775926377679003,0.11488489603161674,0,0,0,1
52,0.46431577276206887,0.9520902504154947,0.3074350628950586,0.22512044873039316,0.49501612487769275,0.10633224404415889,0.46431577276206887,0.9520902504154947,0.49501612487769275,0.0,0,0,1,0
53,0.48970295495307054,0.9983876391779631,0.2541051394548648,0.03360175976119396,0.6263840041650335,0.028870082954016944,0.48970295495307054,0.9983876391779631,0.6263840041650335,0.004737200522079536,0,0,0,1
54,0.4196573651314596,0.9827897365612444,0.3824995732104532,0.10174331165158507,0.5553693639928756,0.15739334178903105,0.4196573651314596,0.9827897365612444,0.5553693639928756,0.0,0,0,1,0
55,0.5466277958934529,0.9735421133809723,0.3771231870786924,0.19517658047833414,0.5626898448014477,0.0769726704518829,0.5466277958934529,0.9735421133809723,0.5626898448014477,0.016089126351008353,0,0,0,0
56,0.40225233199702365,0.8914091713086236,0.28791786881748466,0.5097058362662227,0.4436542452400962,0.34505712637715236,0.40225233199702365,0.8914091713086236,0.4436542452400962,0.0,0,0,1,0
57,0.4924291602999325,0.9807055843702983,0.27872571882231617,0.10280789632049303,0.5748154222315955,0.03485379436219633,0.4924291602999325,0.9807055843702983,0.5748154222315955,0.011527682451542367,0,0,0,1
58,0.48295090538517965,0.9964439520263113,0.26663213729170054,0.055504925091825676,0.5823247099043998,0.040366290872452144,0.48295090538517965,0.9964439520263113,0.5823247099043998,0.0,1,0,1,0
59,0.4845617758817394,0.9862739621603396,0.2829668304366409,0.08394823513713176,0.5980312978934621,0.05920323524169132,0.4845617758817394,0.9862739621603396,0.5980312978934621,0.014198545304911107,0,0,0,1
60,0.45394360933303146,0.8677794357936364,0.5170839790266926,0.4328601215502368,0.2888538138941006,0.39533623221596,0.45394360933303146,0.8677794357936364,0.2888538138941006,0.0,0,0,1,1
61,0.48393444911196387,0.9946121843531728,0.28270824283895546,0.061728554375646616,0.6295187162205536,0.030400872367759266,0.48393444911196387,0.9946121843531728,0.6295187162205536,0.0,0,0,1,1
62,0.34065790796399054,0.9925209883367643,0.38450006392353886,0.023877711831179885,0.6006471908163737,0.1832077381673403,0.34065790796399054,0.9925209883367643,0.6006471908163737,0.0,1,0,1,0
63,0.4924728961454285,0.9575120812514797,0.27848935945443565,0.22068791535448967,0.37780406323798665,0.07550855114372976,0.4924728961454285,0.9575120812514797,0.37780406323798665,0.06741052987786589,0,0,0,1
64,0.5018480261151664,0.973915919137653,0.358485686235435,0.15047967152616834,0.4742503242514573,0.14477013791093618,0.5018480261151664,0.973915919137653,0.4742503242514573,0.3422539917431005,0,1,0,1
65,0.45681246806000547,0.9685861013131216,0.36597135612697634,0.08622569642125749,0.5564318796864272,0.10349474184521885,0.45681246806000547,0.9685861013131216,0.5564318796864272,0.0,0,0,0,1
66,0.4641044298956222,0.9741049436561298,0.3091337111755007,0.07589035741830467,0.47798002387910765,0.11500784732179535,0.4641044298956222,0.9741049436561298,0.47798002387910765,0.06155725319509444,0,1,0,1
67,0.49368805273465494,0.9935607808001805,0.29863977818380394,0.034807148088471594,0.5903873881688577,0.08003747392970993,0.49368805273465494,0.9935607808001805,0.5903873881688577,0.04979803589783471,0,0,0,1
68,0.5058121144589728,0.9389580291172024,0.45528313365784123,0.27034577853442077,0.42175007164956213,0.22641577768361149,0.5058121144589728,0.9389580291172024,0.42175007164956213,0.0,0,0,1,1
69,0.5120197133969824,0.9591686419444159,0.43724641734994896,0.1680564360597498,0.529221778216936,0.14045802245130257,0.5120197133969824,0.9591686419444159,0.529221778216936,0.14120336311707463,0,0,0,1
70,0.4489023186865479,0.9250663611164782,0.3474783783344967,0.1184670061134314,0.43842574939091605,0.1359583864759681,0.4489023186865479,0.9250663611164782,0.43842574939091605,0.0,0,0,0,1
71,0.4268030439648722,0.8012614455947187,0.6223406140013772,0.29039737674204336,0.3708305158142631,0.4615431991398676,0.4268030439648722,0.8012614455947187,0.3708305158142631,0.2398510246274817,0,0,0,1
